studentid,gender,agegroup,continent,background
1031180,M,65,Europe,C
1031181,M,25,North America,C
1031182,M,35,Europe,C
1031183,F,25,Asia,D
1031184,M,25,Europe,B
1031185,M,35,Europe,A
1031186,M,35,North America,C
1031187,M,35,North America,D
1031188,M,25,Unknown,A
1031189,M,0,Europe,B
1031190,F,25,Unknown,C
1031191,M,25,Africa,A
1031192,M,18,Asia,B
1031193,M,25,North America,D
1031194,M,35,Europe,D
1031195,M,25,Asia,A
1031196,M,35,Europe,A
1031197,M,25,North America,C
1031198,M,65,Unknown,C
1031199,M,0,Africa,D
1031200,M,45,North America,D
1031201,F,35,Asia,A
1031202,M,25,Europe,B
1031203,M,45,North America,D
1031204,M,18,Europe,B
1031205,M,18,North America,C
1031206,M,25,Europe,C
1031207,M,25,North America,B
1031208,M,65,Europe,D
1031209,M,55,South America,C
1031210,M,18,Europe,D
1031211,M,25,North America,D
1031212,M,25,Africa,C
1031213,M,35,Asia,B
1031214,M,18,Asia,B
1031215,M,35,Asia,A
1031216,F,45,Africa,C
1031217,F,18,North America,B
1031218,M,35,Asia,B
1031219,M,25,Asia,A
1031220,F,35,North America,A
1031221,M,25,Asia,B
1031222,M,18,North America,C
1031223,M,18,South America,C
1031224,M,25,North America,D
1031225,M,25,North America,C
1031226,M,25,North America,C
1031227,M,18,North America,B
1031228,M,25,Europe,D
1031229,M,55,Africa,A
1031230,M,25,Australia,A
1031231,M,18,Unknown,C
1031232,M,25,North America,C
1031233,M,25,Africa,A
1031234,F,25,South America,C
1031235,M,18,Unknown,A
1031236,M,25,Asia,B
1031237,M,18,North America,B
1031238,M,55,Europe,D
1031239,F,0,Unknown,C
1031240,F,35,Europe,D
1031241,M,18,Europe,C
1031242,M,0,Asia,C
1031243,M,35,Asia,D
1031244,M,25,Unknown,C
1031245,F,25,North America,B
1031246,F,18,North America,D
1031247,M,25,Unknown,C
1031248,M,25,Europe,A
1031249,M,18,Europe,B
1031250,M,35,Europe,A
1031251,F,35,Europe,C
1031252,F,0,Asia,A
1031253,F,18,Europe,A
1031254,F,18,Africa,A
1031255,M,25,Europe,B
1031256,F,18,North America,C
1031257,F,25,Europe,B
1031258,M,25,North America,C
1031259,M,25,North America,C
1031260,M,18,Europe,A
1031261,M,25,North America,B
1031262,M,18,Asia,A
1031263,M,18,Unknown,A
1031264,M,25,Africa,D
1031265,M,25,Unknown,A
1031266,F,25,Unknown,C
1031267,M,18,Africa,C
1031268,F,25,Europe,D
1031269,M,18,North America,C
1031270,F,18,Asia,D
1031271,F,25,South America,A
1031272,M,35,North America,A
1031273,M,35,Asia,C
1031274,F,0,Asia,D
1031275,M,18,Europe,A
1031276,M,18,Asia,D
1031277,M,18,Unknown,D
1031278,M,18,North America,B
1031279,M,25,North America,D
1031280,M,35,North America,C
1031281,M,18,Unknown,B
1031282,M,25,North America,B
1031283,M,18,Europe,C
1031284,F,18,Europe,B
1031285,M,25,South America,D
1031286,M,25,North America,D
1031287,M,0,Europe,A
1031288,M,25,North America,B
1031289,M,45,Asia,A
1031290,M,25,Africa,B
1031291,M,25,North America,B
1031292,M,18,North America,C
1031293,M,25,North America,B
1031294,M,18,Asia,B
1031295,F,18,Africa,D
1031296,M,25,Asia,D
1031297,M,35,North America,A
1031298,F,18,North America,A
1031299,F,0,Asia,B
1031300,M,25,Europe,C
1031301,M,18,Asia,D
1031302,M,25,North America,D
1031303,M,25,North America,A
1031304,M,55,Unknown,D
1031305,M,18,Europe,D
1031306,F,25,North America,D
1031307,M,25,North America,D
1031308,M,18,Europe,B
1031309,M,18,North America,D
1031310,M,25,North America,C
1031311,M,45,Europe,A
1031312,M,25,Unknown,C
1031313,M,25,Europe,C
1031314,M,25,Asia,C
1031315,M,18,Africa,B
1031316,M,55,Europe,C
1031317,F,25,Unknown,D
1031318,M,45,North America,A
1031319,M,18,North America,D
1031320,M,18,North America,B
1031321,M,18,Australia,C
1031322,M,45,Europe,C
1031323,M,25,North America,D
1031324,F,0,North America,D
1031325,M,25,Asia,D
1031326,F,25,North America,C
1031327,F,18,North America,C
1031328,M,25,Europe,D
1031329,M,25,Europe,D
1031330,M,18,North America,B
1031331,M,25,South America,D
1031332,M,18,Asia,B
1031333,M,25,North America,D
1031334,F,45,North America,C
1031335,M,18,Asia,C
1031336,F,25,North America,C
1031337,F,35,North America,B
1031338,F,25,South America,D
1031339,M,25,Europe,C
1031340,M,18,North America,C
1031341,M,45,Unknown,C
1031342,M,18,Europe,D
1031343,M,25,Unknown,C
1031344,M,18,Europe,A
1031345,M,25,North America,B
1031346,M,25,North America,B
1031347,M,18,Africa,C
1031348,M,35,North America,B
1031349,M,25,North America,D
1031350,F,35,Unknown,A
1031351,M,25,North America,C
1031352,F,45,Australia,D
1031353,M,65,North America,D
1031354,M,18,Europe,D
1031355,M,18,North America,A
1031356,F,25,Europe,B
1031357,M,25,Unknown,B
1031358,F,18,Africa,D
1031359,M,45,Europe,D
1031360,F,45,Europe,C
1031361,M,18,North America,B
1031362,F,18,Europe,C
1031363,M,18,Europe,A
1031364,M,25,Africa,B
1031365,M,25,Asia,C
1031366,M,35,Asia,C
1031367,M,18,Asia,B
1031368,F,35,Asia,A
1031369,F,18,North America,A
1031370,M,25,Unknown,C
1031371,M,25,Unknown,A
1031372,M,18,Asia,B
1031373,M,55,Unknown,B
1031374,M,18,Asia,A
1031375,M,18,Europe,B
1031376,M,18,North America,C
1031377,M,18,South America,B
1031378,M,25,North America,C
1031379,F,18,Europe,D
1031380,M,35,North America,C
1031381,M,25,Europe,B
1031382,M,25,Unknown,B
1031383,M,25,South America,C
1031384,F,25,Africa,C
1031385,M,18,Australia,C
1031386,M,35,Europe,D
1031387,F,35,North America,D
1031388,M,35,North America,B
1031389,M,35,Asia,C
1031390,M,18,North America,B
1031391,M,18,North America,C
1031392,M,25,North America,C
1031393,M,45,Africa,D
1031394,M,25,North America,C
1031395,M,18,Europe,B
1031396,M,25,Africa,C
1031397,M,18,Asia,A
1031398,M,35,Europe,D
1031399,M,25,Europe,C
1031400,M,18,North America,C
1031401,M,18,Africa,C
1031402,M,55,Europe,D
1031403,M,25,Asia,D
1031404,M,45,North America,C
1031405,M,18,Unknown,D
1031406,M,35,North America,B
1031407,M,35,North America,C
1031408,M,65,Europe,A
1031409,M,25,North America,D
1031410,M,18,Europe,A
1031411,M,35,Europe,A
1031412,M,25,Europe,A
1031413,M,18,North America,D
1031414,F,35,Unknown,C
1031415,M,18,Africa,C
1031416,M,18,North America,D
1031417,M,18,Africa,A
1031418,M,25,Asia,C
1031419,M,18,Unknown,D
1031420,M,18,North America,C
1031421,M,45,Europe,A
1031422,F,18,Africa,C
1031423,M,18,North America,D
1031424,M,25,Asia,B
1031425,F,25,Europe,B
1031426,M,35,Europe,A
1031427,M,35,North America,C
1031428,M,18,Unknown,D
1031429,M,35,Unknown,B
1031430,M,25,North America,A
1031431,M,25,North America,C
1031432,M,18,Asia,C
1031433,M,25,North America,C
1031434,M,45,North America,C
1031435,M,25,North America,C
1031436,M,35,Europe,B
1031437,M,18,Europe,B
1031438,F,18,Unknown,D
1031439,M,18,Unknown,A
1031440,M,0,Europe,D
1031441,M,25,Africa,C
1031442,M,18,Unknown,B
1031443,M,25,Europe,B
1031444,M,18,North America,D
1031445,F,0,Europe,A
1031446,M,25,Europe,C
1031447,F,25,Unknown,B
1031448,M,25,North America,C
1031449,M,35,Unknown,C
1031450,F,25,North America,C
1031451,M,35,North America,D
1031452,M,18,Unknown,C
1031453,M,18,North America,D
1031454,M,55,Europe,D
1031455,M,18,Unknown,B
1031456,F,35,Asia,C
1031457,M,18,North America,C
1031458,M,25,North America,D
1031459,M,35,South America,C
1031460,M,55,Europe,D
1031461,M,35,Unknown,B
1031462,M,25,North America,D
1031463,M,18,North America,C
1031464,M,18,Unknown,D
1031465,M,45,Europe,A
1031466,M,18,North America,C
1031467,M,35,South America,C
1031468,M,35,Africa,C
1031469,F,45,Africa,B
1031470,M,18,Unknown,C
1031471,M,25,Africa,B
1031472,M,25,Europe,D
1031473,M,25,Europe,D
1031474,M,55,North America,D
1031475,M,25,North America,B
1031476,M,25,North America,A
1031477,M,35,Unknown,D
1031478,F,45,North America,C
1031479,M,25,North America,A
1031480,M,25,North America,C
1031481,M,18,Europe,C
1031482,M,18,North America,D
1031483,M,18,Asia,C
1031484,M,25,South America,C
1031485,M,18,Africa,D
1031486,M,18,Africa,A
1031487,M,18,North America,C
1031488,M,25,Asia,C
1031489,M,25,Europe,C
1031490,M,25,North America,A
1031491,M,0,Europe,D
1031492,M,25,North America,D
1031493,M,35,North America,A
1031494,M,25,Europe,A
1031495,M,18,Europe,A
1031496,M,18,Asia,D
1031497,M,25,South America,B
1031498,M,25,North America,A
1031499,F,35,North America,C
1031500,M,35,North America,C
1031501,M,25,Africa,D
1031502,M,18,North America,D
1031503,M,18,Unknown,C
1031504,M,18,North America,D
1031505,M,25,North America,C
1031506,M,18,Asia,D
1031507,M,25,North America,B
1031508,M,35,Unknown,B
1031509,M,25,North America,C
1031510,F,25,Europe,C
1031511,M,35,North America,C
1031512,M,18,North America,A
1031513,M,25,North America,C
1031514,M,35,Europe,A
1031515,F,45,South America,B
1031516,M,25,North America,C
1031517,M,35,Unknown,D
1031518,M,18,North America,B
1031519,M,35,Asia,B
1031520,M,35,Europe,A
1031521,M,35,Australia,A
1031522,M,35,Unknown,C
1031523,M,18,North America,D
1031524,M,25,Europe,A
1031525,F,45,Europe,C
1031526,M,25,North America,B
1031527,M,25,Unknown,A
1031528,M,18,Asia,D
1031529,M,25,Unknown,D
1031530,M,0,North America,C
1031531,M,18,North America,A
1031532,M,18,North America,A
1031533,M,18,Asia,C
1031534,M,25,Africa,D
1031535,M,35,Unknown,A
1031536,M,35,North America,A
1031537,M,45,Asia,D
1031538,M,25,Africa,B
1031539,M,55,Asia,A
1031540,M,25,Asia,D
1031541,M,55,Europe,C
1031542,M,18,Asia,A
1031543,F,35,Asia,A
1031544,M,35,Europe,D
1031545,M,35,Asia,C
1031546,M,35,North America,C
1031547,M,35,Unknown,A
1031548,M,25,Europe,C
1031549,M,35,Australia,C
1031550,F,25,Asia,C
1031551,M,25,Europe,D
1031552,F,0,Asia,A
1031553,F,35,North America,C
1031554,M,55,Asia,A
1031555,M,35,Unknown,C
1031556,M,25,Europe,C
1031557,M,18,Australia,D
1031558,M,45,Unknown,D
1031559,M,18,North America,D
1031560,M,18,Africa,D
1031561,M,18,North America,A
1031562,M,25,Africa,C
1031563,M,18,Africa,C
1031564,M,25,Australia,D
1031565,M,35,Africa,D
1031566,F,18,Europe,D
1031567,M,25,South America,D
1031568,M,35,Europe,B
1031569,M,18,South America,D
1031570,M,25,Unknown,B
1031571,M,35,South America,D
1031572,M,25,Africa,C
1031573,M,25,Asia,B
1031574,M,25,Africa,C
1031575,F,18,Europe,D
1031576,M,25,North America,A
1031577,F,18,Unknown,A
1031578,F,35,Unknown,C
1031579,M,18,South America,D
1031580,M,25,Asia,B
1031581,M,25,Asia,A
1031582,M,18,Europe,D
1031583,M,18,Europe,A
1031584,F,18,North America,C
1031585,M,35,Europe,C
1031586,F,25,North America,C
1031587,F,35,Africa,C
1031588,M,18,Europe,B
1031589,M,25,North America,B
1031590,M,25,Unknown,D
1031591,M,18,Europe,D
1031592,M,55,Europe,C
1031593,F,35,Europe,A
1031594,M,25,Asia,C
1031595,M,18,North America,A
1031596,F,55,Asia,D
1031597,M,35,North America,C
1031598,M,18,North America,C
1031599,M,18,South America,C
1031600,M,25,Europe,C
1031601,M,25,North America,D
1031602,M,25,Europe,D
1031603,M,18,Asia,C
1031604,M,18,Asia,A
1031605,M,25,Asia,D
1031606,F,25,Africa,C
1031607,M,45,Europe,D
1031608,M,35,Unknown,C
1031609,M,25,North America,B
1031610,M,18,Europe,A
1031611,F,35,North America,C
1031612,M,35,Europe,C
1031613,M,25,North America,D
1031614,M,45,Europe,B
1031615,M,18,North America,C
1031616,M,25,Asia,B
1031617,M,45,North America,C
1031618,M,18,Europe,A
1031619,M,18,Europe,B
1031620,M,55,North America,B
1031621,F,25,North America,C
1031622,M,18,Asia,A
1031623,F,25,Europe,B
1031624,M,18,Europe,D
1031625,M,35,Europe,B
1031626,M,18,Europe,B
1031627,F,18,Australia,B
1031628,M,18,South America,B
1031629,M,25,North America,B
1031630,M,25,Europe,D
1031631,M,25,North America,D
1031632,F,18,North America,C
1031633,M,25,Asia,C
1031634,M,35,North America,C
1031635,M,35,Europe,A
1031636,M,25,Europe,C
1031637,M,55,North America,D
1031638,M,18,North America,D
1031639,M,18,North America,A
1031640,M,35,North America,C
1031641,M,35,Australia,D
1031642,F,35,North America,A
1031643,M,25,Europe,D
1031644,M,35,North America,B
1031645,M,18,Africa,B
1031646,M,35,South America,A
1031647,M,25,North America,A
1031648,M,45,North America,B
1031649,M,45,South America,D
1031650,M,18,Unknown,B
1031651,F,18,Asia,A
1031652,M,25,South America,B
1031653,M,18,Asia,C
1031654,M,55,Asia,A
1031655,M,18,Unknown,C
1031656,M,35,South America,D
1031657,M,45,North America,C
1031658,M,18,North America,C
1031659,M,18,North America,A
1031660,F,25,Unknown,C
1031661,M,0,Europe,C
1031662,F,18,Asia,C
1031663,M,55,North America,D
1031664,M,18,Unknown,C
1031665,M,25,North America,A
1031666,M,25,Africa,C
1031667,M,35,Europe,D
1031668,M,25,Africa,C
1031669,M,25,Africa,C
1031670,M,0,North America,B
1031671,M,25,South America,C
1031672,M,25,North America,D
1031673,M,18,South America,B
1031674,M,18,North America,C
1031675,M,18,North America,B
1031676,F,45,North America,D
1031677,M,25,North America,C
1031678,M,18,North America,C
1031679,M,25,Africa,D
1031680,M,25,Unknown,D
1031681,M,25,North America,C
1031682,M,18,Africa,B
1031683,F,25,Unknown,D
1031684,M,35,Europe,C
1031685,F,35,Africa,B
1031686,F,25,North America,C
1031687,M,18,Unknown,B
1031688,M,18,Asia,C
1031689,M,18,Asia,B
1031690,M,18,North America,B
1031691,M,18,Africa,C
1031692,M,18,Asia,C
1031693,M,25,North America,D
1031694,M,25,Africa,D
1031695,M,25,Asia,A
1031696,F,25,North America,C
1031697,M,18,North America,A
1031698,M,25,Europe,D
1031699,M,45,Unknown,C
1031700,M,25,Unknown,C
1031701,M,25,North America,D
1031702,M,35,North America,C
1031703,M,25,South America,C
1031704,M,25,North America,D
1031705,M,18,Europe,C
1031706,F,25,Asia,C
1031707,M,18,North America,D
1031708,M,18,Europe,A
1031709,F,55,Europe,D
1031710,M,18,North America,C
1031711,M,25,North America,A
1031712,M,35,South America,B
1031713,M,25,North America,C
1031714,M,45,Unknown,C
1031715,M,18,Unknown,D
1031716,M,18,Europe,D
1031717,M,25,North America,A
1031718,M,55,Europe,B
1031719,M,25,South America,C
1031720,F,45,North America,A
1031721,M,18,Unknown,D
1031722,M,55,Unknown,B
1031723,M,55,Asia,B
1031724,F,25,North America,C
1031725,M,25,Asia,C
1031726,M,25,North America,D
1031727,M,18,North America,B
1031728,M,25,North America,C
1031729,M,18,Asia,B
1031730,M,25,Europe,C
1031731,F,45,North America,D
1031732,F,25,Europe,A
1031733,M,45,South America,D
1031734,M,18,North America,B
1031735,M,18,Asia,C
1031736,M,25,North America,A
1031737,M,18,Unknown,A
1031738,M,18,Europe,D
1031739,M,25,Africa,B
1031740,M,18,North America,B
1031741,M,18,North America,C
1031742,F,25,Europe,D
1031743,M,18,North America,A
1031744,F,25,Europe,D
1031745,M,25,North America,C
1031746,M,35,Unknown,A
1031747,M,35,North America,C
1031748,M,25,North America,B
1031749,F,18,Europe,B
1031750,M,25,Europe,D
1031751,M,25,Asia,A
1031752,M,25,South America,A
1031753,M,18,Unknown,A
1031754,M,25,Europe,B
1031755,M,45,Europe,A
1031756,M,25,South America,D
1031757,F,18,Asia,C
1031758,M,55,North America,B
1031759,F,18,Asia,C
1031760,M,18,Asia,C
1031761,M,45,Africa,B
1031762,F,18,North America,A
1031763,M,18,Asia,D
1031764,M,25,Africa,A
1031765,M,25,Unknown,B
1031766,M,18,North America,A
1031767,M,45,Europe,A
1031768,F,35,North America,A
1031769,F,35,Africa,D
1031770,M,45,North America,C
1031771,M,25,Asia,B
1031772,F,18,Europe,C
1031773,M,18,Europe,B
1031774,M,35,Europe,A
1031775,M,18,Europe,C
1031776,M,18,North America,C
1031777,M,25,Africa,D
1031778,M,18,Unknown,A
1031779,M,55,Asia,A
1031780,M,25,North America,A
1031781,M,18,Europe,D
1031782,F,25,Europe,D
1031783,M,18,North America,D
1031784,M,35,North America,C
1031785,M,35,Europe,C
1031786,M,55,Europe,D
1031787,M,45,Asia,D
1031788,M,18,Africa,A
1031789,F,25,Unknown,A
1031790,M,45,Europe,D
1031791,M,18,North America,B
1031792,M,25,North America,B
1031793,M,45,Europe,C
1031794,M,18,Africa,B
1031795,M,25,Africa,D
1031796,M,55,Africa,D
1031797,M,18,Europe,D
1031798,M,0,North America,C
1031799,F,25,North America,C
1031800,M,18,North America,A
1031801,M,55,Africa,B
1031802,M,55,Unknown,D
1031803,M,35,Unknown,D
1031804,M,18,Unknown,D
1031805,M,35,Unknown,D
1031806,M,18,Europe,A
1031807,M,18,Europe,D
1031808,M,25,Asia,B
1031809,M,18,North America,D
1031810,F,18,North America,D
1031811,M,25,Africa,C
1031812,M,0,Africa,C
1031813,M,55,North America,C
1031814,M,35,North America,A
1031815,M,18,Europe,D
1031816,F,45,Europe,C
1031817,M,18,North America,C
1031818,M,18,North America,A
1031819,M,18,Europe,A
1031820,F,55,North America,A
1031821,M,55,North America,C
1031822,M,25,Unknown,D
1031823,M,25,North America,D
1031824,M,25,South America,D
1031825,M,25,Asia,A
1031826,M,35,Asia,B
1031827,F,18,Europe,A
1031828,M,18,North America,A
1031829,M,35,North America,A
1031830,M,0,Europe,A
1031831,M,45,Europe,D
1031832,M,18,Europe,B
1031833,M,18,Europe,C
1031834,M,25,Europe,B
1031835,M,35,North America,B
1031836,M,25,Asia,A
1031837,F,25,North America,D
1031838,M,25,North America,B
1031839,M,25,North America,C
1031840,F,25,Asia,B
1031841,M,18,Unknown,D
1031842,M,18,Unknown,D
1031843,M,25,Unknown,D
1031844,M,45,Asia,A
1031845,F,55,South America,A
1031846,F,45,North America,B
1031847,F,18,Unknown,B
1031848,F,35,North America,B
1031849,M,25,North America,C
1031850,M,18,Europe,C
1031851,M,18,Europe,D
1031852,M,25,Asia,B
1031853,M,25,Unknown,A
1031854,M,18,Africa,B
1031855,M,18,South America,D
1031856,M,25,Europe,C
1031857,M,25,Africa,C
1031858,M,35,Europe,C
1031859,M,25,Asia,C
1031860,F,25,North America,C
1031861,M,25,Europe,D
1031862,F,35,Africa,B
1031863,M,18,North America,D
1031864,M,25,Asia,A
1031865,M,25,Africa,C
1031866,M,25,Asia,B
1031867,M,18,Unknown,D
1031868,M,25,Africa,C
1031869,M,25,Europe,A
1031870,M,55,Europe,A
1031871,M,35,Unknown,A
1031872,M,25,North America,C
1031873,F,18,Unknown,B
1031874,M,55,North America,C
1031875,M,18,Europe,C
1031876,M,35,North America,A
1031877,M,25,South America,B
1031878,F,18,Europe,C
1031879,M,25,North America,D
1031880,M,25,North America,A
1031881,M,18,Europe,C
1031882,F,18,Asia,D
1031883,M,25,Africa,C
1031884,M,35,Europe,C
1031885,F,18,Unknown,A
1031886,M,0,Asia,D
1031887,M,25,Unknown,A
1031888,F,18,North America,A
1031889,F,35,North America,A
1031890,F,35,North America,A
1031891,M,25,North America,B
1031892,M,25,North America,A
1031893,M,25,Asia,D
1031894,M,25,North America,D
1031895,M,35,South America,C
1031896,F,18,South America,D
1031897,M,55,Africa,A
1031898,M,25,Europe,D
1031899,M,25,Africa,D
1031900,F,25,North America,C
1031901,F,18,Africa,C
1031902,M,18,North America,C
1031903,M,25,Asia,B
1031904,M,18,Europe,C
1031905,M,35,North America,A
1031906,M,18,Asia,A
1031907,M,35,Unknown,C
1031908,M,35,North America,C
1031909,M,18,Europe,C
1031910,M,25,North America,C
1031911,M,35,Europe,A
1031912,M,25,Asia,A
1031913,M,25,North America,A
1031914,M,18,Europe,A
1031915,M,0,Asia,B
1031916,M,35,Africa,B
1031917,M,18,South America,B
1031918,F,25,Asia,D
1031919,F,55,Unknown,B
1031920,F,25,Asia,C
1031921,M,18,Africa,D
1031922,M,25,North America,C
1031923,M,25,Europe,C
1031924,M,25,Europe,A
1031925,M,0,Europe,A
1031926,M,18,Africa,D
1031927,M,25,Unknown,A
1031928,M,18,Europe,C
1031929,M,25,Asia,C
1031930,M,18,Europe,C
1031931,M,0,North America,B
1031932,M,25,Europe,D
1031933,M,25,North America,A
1031934,M,25,Africa,D
1031935,M,25,Asia,B
1031936,M,35,Australia,A
1031937,M,25,Europe,B
1031938,M,45,Africa,C
1031939,M,25,North America,D
1031940,M,18,North America,D
1031941,M,18,North America,B
1031942,M,25,Europe,D
1031943,F,18,South America,A
1031944,M,35,Asia,D
1031945,M,25,Europe,C
1031946,M,18,South America,D
1031947,F,25,Unknown,C
1031948,M,18,Europe,A
1031949,M,25,North America,D
1031950,M,35,Africa,C
1031951,F,18,North America,C
1031952,F,45,Unknown,C
1031953,M,55,South America,C
1031954,M,35,Unknown,A
1031955,F,25,Unknown,D
1031956,M,35,Asia,B
1031957,M,25,North America,B
1031958,M,18,Africa,C
1031959,M,25,Africa,D
1031960,M,18,Africa,D
1031961,M,25,Europe,D
1031962,M,18,North America,C
1031963,F,18,Europe,D
1031964,M,25,North America,C
1031965,M,18,Europe,C
1031966,M,25,South America,D
1031967,F,18,North America,C
1031968,M,45,North America,B
1031969,M,35,North America,C
1031970,F,35,Unknown,A
1031971,M,18,North America,B
1031972,M,25,North America,A
1031973,F,18,Europe,C
1031974,M,45,Europe,C
1031975,M,35,Unknown,B
1031976,M,55,North America,C
1031977,M,35,Europe,D
1031978,M,18,Africa,A
1031979,M,25,North America,B
1031980,M,35,Unknown,A
1031981,M,35,Europe,A
1031982,M,45,South America,C
1031983,M,18,Africa,D
1031984,M,25,North America,D
1031985,F,35,Asia,D
1031986,M,18,Europe,C
1031987,F,25,North America,A
1031988,M,35,Europe,D
1031989,M,55,Unknown,A
1031990,M,55,Europe,D
1031991,M,45,South America,D
1031992,M,25,Europe,C
1031993,F,55,North America,A
1031994,M,18,Asia,B
1031995,M,45,Unknown,C
1031996,F,45,North America,C
1031997,F,25,Europe,C
1031998,M,25,North America,A
1031999,M,18,North America,B
1032000,F,18,Africa,D
1032001,F,35,Unknown,A
1032002,M,18,Asia,A
1032003,F,25,South America,D
1032004,F,25,Asia,A
1032005,F,35,Asia,D
1032006,M,18,Unknown,C
1032007,M,25,North America,D
1032008,M,25,Europe,D
1032009,F,18,North America,B
1032010,M,18,North America,A
1032011,M,35,Europe,C
1032012,F,18,North America,A
1032013,M,18,North America,C
1032014,M,25,North America,D
1032015,F,18,Asia,B
1032016,M,25,North America,A
1032017,M,35,Europe,D
1032018,M,25,Unknown,B
1032019,M,25,South America,C
1032020,M,18,Unknown,C
1032021,M,18,Asia,A
1032022,M,25,Europe,C
1032023,M,18,Europe,A
1032024,M,25,Asia,A
1032025,M,25,Europe,A
1032026,M,18,North America,C
1032027,M,18,Unknown,D
1032028,M,18,Australia,A
1032029,M,35,Europe,B
1032030,M,35,Unknown,D
1032031,M,18,Asia,B
1032032,M,18,Europe,B
1032033,M,25,Asia,A
1032034,M,45,Europe,B
1032035,M,18,North America,C
1032036,M,25,Asia,C
1032037,M,18,Europe,A
1032038,M,45,Europe,D
1032039,M,55,North America,C
1032040,M,18,Europe,C
1032041,F,18,North America,C
1032042,M,18,Unknown,C
1032043,F,25,North America,B
1032044,M,18,Asia,A
1032045,F,18,Europe,A
1032046,M,25,Europe,B
1032047,M,25,Europe,C
1032048,M,35,Unknown,C
1032049,F,18,Europe,D
1032050,M,25,Asia,A
1032051,M,25,North America,C
1032052,M,25,Africa,D
1032053,F,45,Australia,B
1032054,M,25,Europe,C
1032055,M,25,North America,C
1032056,M,25,Europe,A
1032057,M,25,North America,D
1032058,M,45,South America,A
1032059,M,25,Africa,D
1032060,M,18,North America,D
1032061,M,45,North America,C
1032062,M,35,Africa,D
1032063,M,25,Asia,C
1032064,M,18,North America,C
1032065,M,35,Asia,A
1032066,M,18,Europe,B
1032067,M,35,Europe,A
1032068,M,35,Africa,A
1032069,M,35,North America,C
1032070,M,18,North America,D
1032071,M,0,Europe,B
1032072,M,18,Unknown,A
1032073,M,18,Asia,C
1032074,F,25,Europe,A
1032075,M,18,Europe,C
1032076,M,18,Asia,A
1032077,M,18,North America,B
1032078,M,35,Unknown,B
1032079,F,35,Asia,C
1032080,M,18,North America,C
1032081,M,18,Europe,C
1032082,M,18,North America,C
1032083,M,25,Unknown,A
1032084,M,25,South America,A
1032085,F,35,Unknown,C
1032086,M,35,North America,A
1032087,F,35,North America,D
1032088,M,18,Europe,D
1032089,M,18,Europe,B
1032090,M,18,North America,A
1032091,M,18,Europe,D
1032092,M,25,North America,C
1032093,M,45,Unknown,B
1032094,M,35,North America,A
1032095,M,25,North America,A
1032096,M,18,South America,C
1032097,M,18,Europe,B
1032098,M,35,North America,B
1032099,M,18,Asia,A
1032100,F,25,North America,C
1032101,M,25,North America,C
1032102,M,25,Unknown,C
1032103,M,25,North America,C
1032104,M,18,Europe,B
1032105,M,18,Asia,B
1032106,M,18,Unknown,C
1032107,M,25,Europe,C
1032108,M,18,South America,B
1032109,M,25,Unknown,C
1032110,M,18,Europe,D
1032111,M,18,North America,C
1032112,M,25,Europe,B
1032113,M,65,Asia,C
1032114,M,25,Europe,C
1032115,M,18,North America,B
1032116,F,25,Asia,A
1032117,M,18,Europe,B
1032118,M,25,North America,B
1032119,M,25,North America,C
1032120,M,35,North America,D
1032121,M,55,Asia,C
1032122,M,55,Unknown,D
1032123,M,18,Europe,D
1032124,M,25,North America,C
1032125,M,25,North America,C
1032126,M,25,North America,B
1032127,M,18,Europe,C
1032128,M,35,Asia,B
1032129,M,18,North America,B
1032130,M,25,Europe,D
1032131,M,25,Africa,A
1032132,F,25,South America,C
1032133,M,35,Asia,C
1032134,M,18,Europe,C
1032135,M,45,North America,C
1032136,M,18,South America,C
1032137,M,25,Asia,C
1032138,M,25,Australia,D
1032139,F,25,Unknown,B
1032140,F,18,Europe,A
1032141,M,45,Asia,D
1032142,M,25,North America,B
1032143,M,25,Unknown,A
1032144,F,25,North America,B
1032145,M,35,North America,D
1032146,M,18,Europe,B
1032147,M,18,North America,C
1032148,M,35,North America,C
1032149,M,35,Asia,B
1032150,M,25,Asia,C
1032151,M,45,North America,C
1032152,M,25,North America,A
1032153,M,35,North America,C
1032154,M,25,Africa,D
1032155,M,35,Africa,A
1032156,M,25,Asia,C
1032157,M,18,South America,B
1032158,F,18,Europe,B
1032159,M,18,Asia,A
1032160,M,25,Unknown,A
1032161,M,45,North America,D
1032162,M,35,Asia,C
1032163,M,35,Europe,C
1032164,F,25,Europe,A
1032165,M,35,North America,C
1032166,M,18,Africa,D
1032167,M,18,North America,B
1032168,M,25,North America,B
1032169,M,18,North America,D
1032170,M,18,Europe,C
1032171,M,35,Europe,A
1032172,M,35,North America,B
1032173,M,25,North America,D
1032174,M,25,Unknown,A
1032175,M,35,Africa,C
1032176,F,18,Europe,C
1032177,M,18,North America,B
1032178,F,25,North America,B
1032179,F,25,Australia,D
1032180,F,18,Europe,C
1032181,M,35,North America,D
1032182,F,18,Unknown,B
1032183,M,18,Asia,D
1032184,M,25,Unknown,D
1032185,M,25,North America,C
1032186,M,18,North America,D
1032187,M,18,North America,B
1032188,M,0,North America,A
1032189,M,18,Asia,C
1032190,M,0,Africa,D
1032191,M,18,South America,C
1032192,M,18,North America,A
1032193,M,25,Asia,C
1032194,M,25,North America,D
1032195,M,18,Europe,C
1032196,M,25,Europe,C
1032197,M,18,Unknown,C
