studentid,gender,agegroup,continent,background
1033218,M,25,North America,A
1033219,M,18,North America,A
1033220,F,25,North America,D
1033221,M,18,Europe,B
1033222,F,18,North America,D
1033223,M,25,Europe,B
1033224,F,25,North America,D
1033225,M,25,North America,D
1033226,M,35,North America,D
1033227,M,18,Unknown,A
1033228,M,25,Europe,C
1033229,M,35,Europe,A
1033230,M,55,North America,D
1033231,M,35,North America,A
1033232,F,18,North America,B
1033233,M,35,Unknown,D
1033234,M,18,North America,C
1033235,M,55,North America,A
1033236,M,45,Unknown,B
1033237,F,35,South America,D
1033238,M,35,Europe,C
1033239,F,25,North America,C
1033240,M,25,Unknown,B
1033241,M,18,North America,C
1033242,M,25,Europe,D
1033243,M,35,South America,C
1033244,F,25,Asia,B
1033245,M,25,Unknown,C
1033246,M,25,Africa,A
1033247,M,25,Unknown,B
1033248,M,25,Unknown,C
1033249,M,18,North America,C
1033250,F,18,South America,D
1033251,M,18,North America,A
1033252,M,35,Asia,C
1033253,M,25,North America,C
1033254,M,25,Europe,D
1033255,M,35,Europe,C
1033256,M,0,North America,A
1033257,F,18,North America,C
1033258,M,35,Europe,D
1033259,F,35,North America,C
1033260,M,35,Asia,C
1033261,M,18,Unknown,B
1033262,F,25,Asia,D
1033263,M,18,Europe,A
1033264,M,45,Europe,C
1033265,M,18,North America,D
1033266,M,25,Europe,C
1033267,M,0,Africa,C
1033268,M,25,Europe,D
1033269,F,35,Europe,C
1033270,M,25,Europe,D
1033271,M,25,Unknown,A
1033272,M,25,Unknown,A
1033273,M,35,North America,C
1033274,M,25,South America,D
1033275,M,25,Unknown,C
1033276,M,18,North America,D
1033277,M,18,Europe,B
1033278,M,35,South America,C
1033279,M,35,Africa,D
1033280,M,35,Europe,A
1033281,M,25,Europe,A
1033282,M,18,North America,B
1033283,M,25,Africa,B
1033284,M,35,Europe,C
1033285,M,35,Asia,D
1033286,M,25,Unknown,D
1033287,M,0,Africa,D
1033288,F,55,Unknown,B
1033289,M,25,North America,C
1033290,M,35,South America,D
1033291,M,18,Unknown,D
1033292,M,25,Unknown,A
1033293,F,25,Unknown,C
1033294,M,18,Unknown,C
1033295,M,18,Europe,D
1033296,M,25,Asia,C
1033297,M,18,Unknown,D
1033298,M,18,North America,A
1033299,M,18,Europe,C
1033300,M,25,Unknown,B
1033301,M,25,North America,C
1033302,M,25,Unknown,D
1033303,M,25,North America,B
1033304,M,18,South America,C
1033305,F,18,Unknown,D
1033306,M,35,North America,A
1033307,M,25,Unknown,D
1033308,F,55,North America,C
1033309,M,18,Unknown,C
1033310,F,45,Europe,A
1033311,M,18,North America,C
1033312,M,18,Asia,C
1033313,M,18,Unknown,D
1033314,M,25,Europe,A
1033315,M,25,South America,A
1033316,M,25,Europe,A
1033317,M,18,Asia,D
1033318,M,25,Unknown,C
1033319,M,25,Asia,D
1033320,F,25,Asia,D
1033321,M,25,Europe,C
1033322,M,0,North America,D
1033323,F,45,Asia,D
1033324,M,35,North America,C
1033325,M,35,Asia,B
1033326,M,18,Unknown,C
1033327,M,18,North America,B
1033328,M,45,Europe,C
1033329,M,35,North America,C
1033330,M,25,Unknown,A
1033331,M,18,North America,B
1033332,M,18,North America,A
1033333,M,18,Europe,C
1033334,M,18,North America,C
1033335,M,45,Asia,A
1033336,M,18,North America,A
1033337,M,35,North America,D
1033338,M,18,North America,B
1033339,M,18,Unknown,C
1033340,M,25,Unknown,C
1033341,M,0,North America,B
1033342,F,25,Asia,A
1033343,M,45,Europe,A
1033344,M,25,Unknown,C
1033345,M,25,Europe,A
1033346,F,25,Unknown,D
1033347,M,25,Unknown,C
1033348,M,18,Asia,C
1033349,M,18,Unknown,A
1033350,M,25,Unknown,C
1033351,M,25,Unknown,C
1033352,M,25,North America,B
1033353,M,25,North America,C
1033354,M,18,Unknown,C
1033355,M,25,Europe,C
1033356,M,25,Unknown,C
1033357,M,18,Unknown,A
1033358,M,0,Europe,D
1033359,M,25,Asia,C
1033360,F,25,North America,D
1033361,M,25,Europe,D
1033362,M,18,Asia,A
1033363,M,65,Asia,B
1033364,F,25,Asia,C
1033365,M,25,Unknown,A
1033366,M,25,Unknown,C
1033367,M,25,North America,C
1033368,M,25,Europe,C
1033369,M,35,Australia,D
1033370,M,18,Asia,C
1033371,M,18,Unknown,A
1033372,M,18,Unknown,B
1033373,M,18,Europe,A
1033374,M,25,Europe,D
1033375,M,25,North America,D
1033376,F,45,North America,C
1033377,M,18,North America,A
1033378,M,18,Unknown,C
1033379,M,25,North America,A
1033380,M,35,North America,A
1033381,M,18,Europe,A
1033382,M,18,North America,C
1033383,F,18,Africa,A
1033384,M,25,Europe,B
1033385,M,25,Unknown,A
1033386,M,18,North America,D
1033387,M,25,Europe,C
1033388,M,65,North America,C
1033389,M,18,Europe,A
1033390,M,25,Europe,C
1033391,F,25,North America,A
1033392,F,35,North America,B
1033393,M,18,Europe,A
1033394,M,35,North America,B
1033395,M,35,Europe,D
1033396,M,18,North America,B
1033397,M,35,North America,B
1033398,M,25,North America,A
1033399,F,25,Europe,A
1033400,M,35,Europe,D
1033401,M,25,Europe,D
1033402,M,25,Europe,A
1033403,M,25,North America,A
1033404,M,35,Europe,B
1033405,M,18,Europe,A
1033406,F,25,North America,D
1033407,M,35,Europe,A
1033408,F,18,Europe,B
1033409,F,65,Asia,B
1033410,M,25,North America,C
1033411,F,25,North America,B
1033412,F,18,Asia,C
1033413,M,25,Africa,C
1033414,M,25,Asia,D
1033415,M,25,Europe,C
1033416,M,25,South America,A
1033417,M,18,Unknown,D
1033418,M,25,Europe,D
1033419,M,35,Asia,B
1033420,F,25,North America,D
1033421,M,18,South America,A
1033422,M,35,North America,C
1033423,M,18,North America,C
1033424,F,18,Europe,A
1033425,M,18,Europe,C
1033426,F,25,North America,D
1033427,M,35,Europe,B
1033428,M,35,North America,D
1033429,M,25,North America,C
1033430,F,35,Africa,B
1033431,F,25,North America,D
1033432,M,35,Europe,A
1033433,M,35,North America,D
1033434,M,25,Africa,A
1033435,M,18,North America,C
1033436,M,18,Europe,D
1033437,M,18,Africa,B
1033438,F,18,Africa,C
1033439,F,25,Europe,B
1033440,M,25,North America,D
1033441,F,35,Europe,B
1033442,M,25,Europe,A
1033443,M,0,North America,D
1033444,M,35,North America,A
1033445,F,25,North America,C
1033446,M,25,North America,C
1033447,M,18,North America,A
1033448,M,55,Asia,C
1033449,M,45,Europe,D
1033450,M,35,North America,C
1033451,M,25,Unknown,A
1033452,M,18,North America,B
1033453,M,25,Europe,C
1033454,M,18,Europe,B
1033455,M,25,North America,D
1033456,F,25,Europe,C
1033457,M,18,Europe,A
1033458,M,35,Europe,A
1033459,M,25,Asia,B
1033460,M,35,Unknown,C
1033461,M,35,North America,D
1033462,M,18,Unknown,C
1033463,F,35,Europe,A
1033464,M,35,Unknown,B
1033465,M,18,Asia,C
1033466,M,25,Asia,C
1033467,M,55,Asia,A
1033468,M,18,Europe,C
1033469,M,25,Africa,C
1033470,M,25,Europe,D
1033471,M,18,Unknown,A
1033472,M,18,Asia,B
1033473,M,0,North America,A
1033474,M,35,North America,D
1033475,M,35,Europe,C
1033476,M,25,North America,D
1033477,M,18,Asia,C
1033478,M,35,North America,C
1033479,F,35,Asia,D
1033480,M,18,North America,A
1033481,F,18,Asia,D
1033482,F,18,Asia,D
1033483,F,18,Asia,D
1033484,M,18,Africa,A
1033485,F,25,North America,D
1033486,M,0,North America,A
1033487,M,45,North America,C
1033488,M,18,North America,D
1033489,M,18,North America,C
1033490,F,35,South America,D
1033491,M,18,North America,C
1033492,M,25,North America,A
1033493,F,25,North America,A
1033494,M,18,South America,A
1033495,M,18,North America,B
1033496,M,18,Europe,C
1033497,F,25,Europe,C
1033498,M,25,North America,D
1033499,M,18,North America,D
1033500,M,45,Europe,B
1033501,M,18,North America,C
1033502,F,35,South America,C
1033503,M,35,North America,A
1033504,M,18,North America,A
1033505,M,25,South America,C
1033506,M,35,Europe,A
1033507,F,25,Australia,B
1033508,M,35,Africa,A
1033509,M,18,Europe,B
1033510,M,18,Europe,C
1033511,F,45,Europe,C
1033512,F,35,Unknown,C
1033513,M,25,North America,D
1033514,M,25,Asia,A
1033515,M,55,Asia,D
1033516,M,18,Unknown,C
1033517,M,18,North America,A
1033518,M,18,Unknown,C
1033519,F,18,North America,C
1033520,M,25,North America,C
1033521,M,25,Europe,D
1033522,M,25,Unknown,D
1033523,M,45,North America,C
1033524,M,25,Africa,C
1033525,M,0,Europe,C
1033526,M,0,North America,B
1033527,M,25,Asia,D
1033528,M,25,Asia,B
1033529,M,18,North America,A
1033530,M,18,Europe,A
1033531,M,25,Europe,D
1033532,M,18,Europe,A
1033533,M,18,North America,D
1033534,M,35,Unknown,C
1033535,M,25,Europe,D
1033536,M,18,Unknown,C
1033537,M,25,North America,C
1033538,M,18,Unknown,C
1033539,M,18,Unknown,C
1033540,M,25,Unknown,D
1033541,M,25,Unknown,C
1033542,M,18,North America,C
1033543,M,18,Asia,D
1033544,M,18,Unknown,B
1033545,M,25,Europe,D
1033546,M,18,Australia,D
1033547,M,25,North America,D
1033548,F,55,North America,D
1033549,M,35,Australia,D
1033550,M,18,Europe,D
1033551,M,25,Asia,C
1033552,M,18,Europe,C
1033553,M,35,North America,C
1033554,M,25,Africa,D
1033555,M,35,Europe,C
1033556,M,25,Africa,C
1033557,M,18,North America,B
1033558,M,25,Europe,D
1033559,M,35,Australia,A
1033560,F,25,Africa,A
1033561,F,25,North America,A
1033562,F,18,Africa,C
1033563,F,18,Africa,C
1033564,M,25,South America,A
1033565,M,35,North America,A
1033566,M,25,Europe,A
1033567,M,18,North America,C
1033568,M,45,South America,D
1033569,F,18,North America,C
1033570,F,18,Europe,B
1033571,M,25,North America,A
1033572,M,18,North America,A
1033573,M,25,Africa,D
1033574,F,35,Unknown,A
1033575,M,25,North America,A
1033576,M,25,Europe,D
1033577,M,35,North America,C
1033578,M,25,Africa,C
1033579,M,35,North America,C
1033580,F,35,Africa,A
1033581,M,18,North America,C
1033582,F,35,Asia,A
1033583,M,45,Europe,D
1033584,M,18,Asia,D
1033585,M,25,North America,A
1033586,M,35,North America,C
1033587,M,25,Asia,C
1033588,M,25,Europe,B
1033589,M,18,North America,C
1033590,M,35,Europe,C
1033591,M,35,Asia,D
1033592,M,25,Unknown,B
1033593,M,35,North America,A
1033594,M,45,South America,C
1033595,M,25,Asia,C
1033596,M,35,Europe,C
1033597,F,25,North America,C
1033598,M,0,South America,B
1033599,M,25,Europe,C
1033600,M,18,Unknown,D
1033601,M,18,North America,D
1033602,M,0,Asia,D
1033603,M,25,Australia,B
1033604,M,18,North America,B
1033605,M,45,North America,D
1033606,M,35,North America,D
1033607,M,55,Asia,B
1033608,M,25,Asia,B
1033609,M,18,Unknown,D
1033610,M,45,North America,D
1033611,M,18,North America,B
1033612,M,45,Unknown,C
1033613,M,0,Europe,C
1033614,M,25,North America,C
1033615,M,25,South America,A
1033616,M,25,Africa,A
1033617,M,25,North America,A
1033618,M,25,Asia,B
1033619,M,25,Europe,B
1033620,M,55,Asia,C
1033621,M,25,Asia,A
1033622,M,18,Europe,A
1033623,M,25,Asia,A
1033624,M,25,Unknown,C
1033625,M,45,North America,B
1033626,F,18,Unknown,A
1033627,M,0,North America,D
1033628,M,18,Unknown,B
1033629,M,18,Unknown,A
1033630,F,25,Europe,B
1033631,F,25,North America,B
1033632,M,18,North America,D
1033633,M,0,Europe,B
1033634,M,55,Europe,C
1033635,M,25,Africa,D
1033636,F,18,Asia,C
1033637,M,18,Africa,B
1033638,F,18,North America,D
1033639,M,55,Unknown,B
1033640,F,18,North America,A
1033641,M,25,North America,D
1033642,M,25,South America,B
1033643,M,18,North America,C
1033644,M,25,Unknown,D
1033645,M,25,Europe,D
1033646,F,25,North America,C
1033647,M,18,Europe,C
1033648,F,18,North America,C
1033649,F,18,Europe,C
1033650,M,35,North America,A
1033651,M,18,Europe,D
1033652,M,25,Asia,B
1033653,M,25,Europe,B
1033654,M,25,North America,D
1033655,M,35,Africa,C
1033656,M,25,Asia,C
1033657,F,18,Asia,B
1033658,M,18,North America,D
1033659,M,25,Asia,A
1033660,M,25,Asia,C
1033661,M,18,South America,D
1033662,M,25,Europe,D
1033663,M,18,South America,C
1033664,M,25,Europe,D
1033665,M,25,Asia,C
1033666,M,35,Asia,B
1033667,M,35,North America,C
1033668,F,25,Europe,C
1033669,M,25,Europe,C
1033670,M,18,Asia,A
1033671,M,35,Asia,D
1033672,M,35,Europe,B
1033673,M,25,Africa,B
1033674,M,35,Europe,D
1033675,M,18,North America,A
1033676,M,55,North America,C
1033677,M,25,Europe,C
1033678,M,25,Europe,C
1033679,M,18,Unknown,C
1033680,M,45,Europe,C
1033681,F,25,North America,D
1033682,M,45,Unknown,C
1033683,M,25,Europe,A
1033684,M,35,Africa,B
1033685,M,35,Unknown,C
1033686,M,18,Unknown,C
1033687,M,35,Unknown,C
1033688,M,35,North America,B
1033689,F,18,North America,C
1033690,F,25,North America,D
1033691,F,25,North America,D
1033692,M,25,North America,A
1033693,F,35,North America,D
1033694,M,18,Europe,C
1033695,M,18,Asia,B
1033696,M,18,Unknown,B
1033697,M,25,Europe,C
1033698,M,18,South America,C
1033699,M,18,South America,C
1033700,M,25,Africa,B
1033701,M,25,Unknown,C
1033702,M,18,Europe,C
1033703,M,45,North America,C
1033704,M,18,North America,B
1033705,M,25,North America,B
1033706,M,25,Europe,D
1033707,M,25,South America,B
1033708,M,18,Unknown,D
1033709,M,25,North America,D
1033710,M,45,Europe,C
1033711,F,25,Unknown,B
1033712,M,18,Africa,D
1033713,M,35,North America,C
1033714,M,18,Unknown,C
1033715,M,25,Asia,C
1033716,M,25,North America,D
1033717,M,18,North America,D
1033718,M,25,Unknown,B
1033719,M,25,Europe,D
1033720,M,18,Unknown,A
1033721,M,25,Europe,A
1033722,M,45,Europe,C
1033723,M,45,Unknown,A
1033724,M,18,Unknown,C
1033725,M,25,North America,A
1033726,M,0,North America,A
1033727,M,25,North America,B
1033728,M,25,Asia,C
1033729,M,18,North America,C
1033730,F,55,South America,C
1033731,F,18,Asia,D
1033732,M,18,Europe,C
1033733,F,18,North America,D
1033734,M,18,Europe,D
1033735,M,25,Europe,C
1033736,F,55,North America,A
1033737,M,18,Unknown,A
1033738,M,35,Asia,A
1033739,F,18,Europe,D
1033740,M,35,Europe,B
1033741,M,25,Asia,D
1033742,F,18,Europe,C
1033743,F,55,Asia,B
1033744,F,35,South America,B
1033745,M,25,North America,C
1033746,F,18,North America,C
1033747,M,18,Asia,C
1033748,M,18,North America,C
1033749,M,18,Europe,C
1033750,M,18,Europe,D
1033751,M,25,Unknown,D
1033752,M,18,Europe,B
1033753,M,25,North America,C
1033754,M,35,North America,B
1033755,M,25,Africa,B
1033756,M,0,North America,C
1033757,M,35,North America,A
1033758,F,18,North America,B
1033759,M,18,Africa,A
1033760,M,25,North America,D
1033761,M,45,South America,A
1033762,F,25,Asia,C
1033763,M,25,North America,D
1033764,M,25,Asia,D
1033765,M,35,Unknown,C
1033766,M,25,North America,A
1033767,M,55,North America,A
1033768,F,25,North America,A
1033769,M,18,North America,C
1033770,F,18,Asia,C
1033771,M,25,Europe,B
1033772,M,35,Europe,B
1033773,M,25,Europe,A
1033774,F,25,North America,A
1033775,M,18,Europe,C
1033776,M,25,Asia,D
1033777,M,35,North America,C
1033778,M,45,Africa,D
1033779,M,45,South America,D
1033780,M,25,North America,D
1033781,M,25,Asia,D
1033782,M,25,North America,B
1033783,M,35,Asia,C
1033784,F,18,Unknown,D
1033785,M,0,South America,D
1033786,M,45,Unknown,C
1033787,F,25,North America,A
1033788,M,55,North America,D
1033789,M,18,Europe,A
1033790,F,18,Asia,A
1033791,M,25,Asia,C
1033792,M,0,Europe,C
1033793,M,18,Unknown,C
1033794,M,25,North America,A
1033795,M,18,Europe,B
1033796,M,25,Europe,A
1033797,F,25,North America,D
1033798,M,25,Asia,A
1033799,M,18,Europe,D
1033800,M,35,Europe,B
1033801,M,35,North America,C
1033802,M,25,North America,D
1033803,M,45,Europe,C
1033804,M,25,Asia,A
1033805,M,25,Asia,C
1033806,M,25,North America,A
1033807,M,25,North America,C
1033808,M,35,Europe,A
1033809,M,18,Asia,C
1033810,F,18,North America,B
1033811,M,25,North America,B
1033812,M,18,Africa,D
1033813,M,18,South America,C
1033814,F,35,South America,D
1033815,M,25,Asia,D
1033816,M,25,North America,A
1033817,M,25,Unknown,A
1033818,M,55,North America,B
1033819,M,18,North America,D
1033820,M,18,South America,B
1033821,F,18,North America,D
1033822,M,25,Africa,D
1033823,F,18,South America,D
1033824,M,25,Asia,C
1033825,M,25,South America,A
1033826,M,0,Africa,C
1033827,M,18,North America,D
1033828,F,45,North America,A
1033829,M,35,Unknown,B
1033830,M,25,Asia,D
1033831,F,25,Unknown,B
1033832,F,25,Africa,B
1033833,M,18,Unknown,C
1033834,M,55,South America,D
1033835,M,25,North America,A
1033836,M,25,Europe,D
1033837,M,25,North America,A
1033838,F,25,North America,B
1033839,M,18,North America,D
1033840,M,18,North America,D
1033841,M,18,North America,A
1033842,F,18,Asia,D
1033843,F,0,Unknown,A
1033844,F,45,North America,D
1033845,M,25,Europe,D
1033846,F,55,Europe,C
1033847,M,25,Unknown,C
1033848,M,35,North America,B
1033849,F,18,South America,C
1033850,M,35,Asia,B
1033851,M,18,North America,A
1033852,F,18,North America,A
1033853,F,65,Asia,A
1033854,M,35,North America,C
1033855,M,18,Asia,A
1033856,M,35,North America,C
1033857,F,25,Asia,C
1033858,M,18,North America,C
1033859,M,35,Asia,D
1033860,M,35,North America,C
1033861,M,18,North America,A
1033862,M,25,North America,A
1033863,M,25,Asia,A
1033864,M,18,North America,C
1033865,F,25,Unknown,C
1033866,M,18,North America,C
1033867,M,25,Europe,A
1033868,M,35,Asia,B
1033869,F,25,Unknown,C
1033870,M,45,North America,C
1033871,M,25,Europe,B
1033872,M,18,North America,B
1033873,M,25,North America,C
1033874,M,35,North America,A
1033875,M,18,Unknown,C
1033876,M,18,North America,C
1033877,M,25,Europe,A
1033878,F,45,North America,D
1033879,M,65,North America,D
1033880,M,18,Unknown,D
1033881,M,25,Unknown,D
1033882,M,35,Europe,D
1033883,M,35,Unknown,A
1033884,M,35,South America,C
1033885,M,18,South America,A
1033886,M,55,North America,D
1033887,M,25,Europe,D
1033888,M,18,Asia,A
1033889,M,18,North America,D
1033890,M,18,Unknown,B
1033891,M,35,Europe,A
1033892,F,25,Unknown,B
1033893,M,25,North America,C
1033894,M,25,Europe,D
1033895,M,25,Asia,C
1033896,M,25,Asia,C
1033897,M,18,Asia,C
1033898,M,18,Europe,C
1033899,M,18,Europe,B
1033900,M,18,Europe,B
1033901,M,35,North America,B
1033902,M,35,Europe,B
1033903,M,18,Unknown,B
1033904,F,25,Europe,B
1033905,M,35,Unknown,A
1033906,M,25,Africa,A
1033907,F,18,Unknown,A
1033908,M,35,Asia,D
1033909,M,25,Asia,C
1033910,M,18,Africa,D
1033911,F,25,Africa,D
1033912,M,18,Europe,D
1033913,M,18,Africa,D
1033914,M,25,South America,D
1033915,M,25,North America,D
1033916,M,25,North America,D
1033917,F,25,Africa,A
1033918,F,25,Unknown,C
1033919,M,18,Africa,A
1033920,M,45,Europe,C
1033921,M,25,North America,C
1033922,M,25,Africa,C
1033923,F,55,South America,A
1033924,M,0,Unknown,A
1033925,M,35,South America,A
1033926,M,35,Europe,C
1033927,M,0,North America,C
1033928,M,18,Unknown,C
1033929,M,25,Unknown,D
1033930,M,25,Europe,B
1033931,M,45,Asia,A
1033932,M,35,Europe,B
1033933,M,45,South America,C
1033934,M,18,North America,C
1033935,M,25,Africa,C
1033936,M,18,Unknown,A
1033937,M,45,North America,D
1033938,M,35,North America,A
1033939,M,18,Asia,C
1033940,M,18,Europe,D
1033941,M,25,Africa,C
1033942,M,25,North America,C
1033943,M,18,Asia,B
1033944,M,25,Europe,C
1033945,M,45,North America,C
1033946,M,25,Africa,A
1033947,F,45,North America,A
1033948,M,25,Europe,C
1033949,M,25,Asia,B
1033950,M,25,North America,A
1033951,F,25,Europe,B
1033952,M,18,Asia,C
1033953,M,18,Europe,D
1033954,M,18,North America,C
1033955,M,25,Europe,A
1033956,F,35,Europe,C
1033957,M,65,Asia,C
1033958,M,45,North America,D
1033959,M,18,North America,A
1033960,M,25,Africa,D
1033961,M,25,North America,A
1033962,F,25,North America,B
1033963,M,25,Australia,C
1033964,F,18,North America,C
1033965,M,18,Africa,D
1033966,M,25,Europe,D
1033967,M,35,North America,B
1033968,F,18,South America,C
1033969,M,25,Europe,C
1033970,M,18,North America,C
1033971,F,25,Australia,B
1033972,F,55,Europe,D
1033973,M,25,North America,B
1033974,F,25,North America,D
1033975,F,18,North America,D
1033976,M,25,North America,D
1033977,M,25,South America,B
1033978,M,25,Asia,D
1033979,M,18,North America,B
1033980,F,35,North America,C
1033981,F,65,Europe,A
1033982,M,25,Africa,A
1033983,M,18,Unknown,D
1033984,M,45,Europe,D
1033985,M,18,Europe,D
1033986,M,25,Unknown,C
1033987,M,18,North America,A
1033988,M,18,Unknown,C
1033989,M,25,North America,D
1033990,M,0,North America,B
1033991,M,18,Europe,C
1033992,M,18,Europe,B
1033993,F,25,Europe,C
1033994,M,25,South America,C
1033995,M,35,North America,A
1033996,F,25,North America,C
1033997,M,25,Europe,B
1033998,M,18,Europe,D
1033999,M,25,North America,C
1034000,M,65,Europe,A
1034001,M,25,Asia,D
1034002,M,25,Asia,C
1034003,M,25,North America,B
1034004,F,25,North America,B
1034005,M,18,North America,B
1034006,F,25,Africa,A
1034007,M,25,North America,C
1034008,M,55,Europe,A
1034009,M,18,South America,C
1034010,M,18,South America,B
1034011,M,18,North America,D
1034012,M,18,Europe,C
1034013,F,35,North America,C
1034014,M,45,Asia,D
1034015,M,18,Unknown,D
1034016,M,18,North America,D
1034017,M,25,Europe,A
1034018,M,25,Africa,C
1034019,M,35,Unknown,B
1034020,M,18,Europe,D
1034021,M,25,North America,C
1034022,M,0,Europe,C
1034023,M,25,South America,B
1034024,M,18,Africa,B
1034025,M,35,Africa,A
1034026,M,35,Unknown,A
1034027,M,18,South America,C
1034028,M,25,Asia,A
1034029,M,35,Asia,A
1034030,M,25,Asia,A
1034031,M,25,Europe,B
1034032,M,18,North America,B
1034033,M,55,Europe,C
1034034,M,25,North America,C
1034035,M,25,North America,A
1034036,M,25,Europe,B
1034037,M,18,North America,A
1034038,M,18,Unknown,D
1034039,M,35,Europe,D
1034040,M,0,North America,D
1034041,F,55,Africa,B
1034042,M,18,Europe,C
1034043,M,35,Europe,B
1034044,F,25,Africa,B
1034045,M,25,Europe,C
1034046,M,25,Europe,B
1034047,M,35,Asia,B
1034048,M,25,North America,D
1034049,M,18,Africa,C
1034050,F,25,Africa,C
1034051,M,25,Unknown,B
1034052,M,18,Unknown,C
1034053,M,35,Asia,A
1034054,M,35,North America,A
1034055,M,18,Asia,A
1034056,F,18,Unknown,B
1034057,M,25,North America,B
1034058,M,35,Asia,C
1034059,M,45,Asia,C
1034060,M,35,North America,D
1034061,F,25,North America,D
1034062,F,18,Asia,B
1034063,M,45,North America,D
1034064,M,25,Africa,A
1034065,M,35,Unknown,C
1034066,M,18,Europe,C
1034067,M,25,North America,C
1034068,F,55,North America,A
1034069,M,18,Europe,C
1034070,M,65,North America,C
1034071,F,18,North America,A
1034072,M,18,Europe,C
1034073,M,25,Europe,A
1034074,M,35,Unknown,C
1034075,M,35,Europe,A
1034076,M,25,Unknown,A
1034077,F,25,Australia,D
1034078,M,35,North America,A
1034079,M,25,North America,C
1034080,M,45,Asia,A
1034081,M,35,North America,C
1034082,M,18,North America,B
1034083,M,18,Europe,D
1034084,M,25,North America,B
1034085,M,25,Unknown,B
1034086,M,25,Unknown,C
1034087,M,25,North America,D
1034088,M,25,North America,B
1034089,M,35,North America,C
1034090,F,25,Asia,B
1034091,M,35,Asia,B
1034092,M,25,Asia,D
1034093,M,18,Europe,A
1034094,M,25,Asia,C
1034095,M,25,North America,C
1034096,M,25,North America,A
1034097,F,18,North America,A
1034098,M,18,Unknown,C
1034099,M,18,Asia,B
1034100,M,35,Europe,D
1034101,M,35,North America,A
1034102,M,45,Unknown,D
1034103,F,35,North America,D
1034104,M,25,North America,B
1034105,M,35,Europe,C
1034106,M,0,Europe,C
1034107,F,25,North America,A
1034108,M,25,North America,A
1034109,F,25,Europe,D
1034110,M,18,Europe,A
1034111,F,25,Unknown,B
1034112,M,25,Europe,C
1034113,M,35,North America,C
1034114,M,18,Unknown,C
1034115,F,35,North America,C
1034116,M,45,Asia,B
1034117,M,25,Europe,A
1034118,F,35,North America,C
1034119,F,35,North America,A
1034120,F,35,North America,A
1034121,M,25,Europe,C
1034122,M,25,Unknown,C
1034123,M,35,North America,B
1034124,M,18,Europe,C
1034125,M,25,Europe,C
1034126,M,35,Europe,D
1034127,M,35,Europe,C
1034128,M,25,Africa,B
1034129,M,18,North America,A
1034130,M,25,Unknown,A
1034131,M,18,North America,C
1034132,M,45,Europe,B
1034133,M,25,North America,D
1034134,F,25,Unknown,A
1034135,F,18,Africa,B
1034136,F,18,North America,C
1034137,M,18,Europe,D
1034138,M,25,South America,D
1034139,M,25,Europe,A
1034140,M,25,Europe,B
1034141,M,0,North America,D
1034142,M,45,Unknown,C
1034143,F,35,Unknown,C
1034144,M,55,North America,B
1034145,M,0,Unknown,C
1034146,M,25,North America,D
1034147,M,55,Africa,D
1034148,M,35,Unknown,D
1034149,M,45,South America,C
1034150,M,25,Europe,D
1034151,M,45,Asia,D
1034152,M,35,Unknown,A
1034153,M,18,Europe,D
1034154,M,25,North America,B
1034155,M,0,Unknown,C
1034156,F,18,North America,C
1034157,F,25,North America,C
1034158,F,18,Asia,C
1034159,F,18,North America,C
1034160,M,25,Unknown,D
1034161,M,18,Asia,C
1034162,M,35,Europe,D
1034163,M,25,Europe,B
1034164,M,25,North America,A
1034165,F,25,North America,D
1034166,M,18,Asia,B
1034167,M,25,Asia,A
1034168,F,45,North America,C
1034169,F,18,South America,D
1034170,F,45,Africa,A
1034171,M,0,Africa,C
1034172,M,18,Europe,C
1034173,F,18,Asia,D
1034174,M,18,North America,D
1034175,M,18,North America,C
1034176,M,18,Asia,D
1034177,F,18,Asia,D
1034178,M,55,Africa,A
1034179,M,25,Unknown,C
1034180,M,25,Asia,A
1034181,M,18,North America,B
1034182,M,0,Asia,C
1034183,F,18,Asia,D
1034184,M,25,North America,A
1034185,M,18,South America,B
1034186,M,18,Europe,D
1034187,M,18,Europe,D
1034188,F,25,Europe,D
1034189,M,25,Unknown,B
1034190,M,18,North America,C
1034191,M,35,Africa,C
1034192,M,25,North America,D
1034193,M,35,North America,C
1034194,F,25,Europe,C
1034195,M,18,Unknown,D
1034196,M,25,Africa,A
1034197,M,18,North America,D
1034198,M,45,North America,B
1034199,M,25,Europe,A
1034200,M,25,Unknown,B
1034201,F,25,Europe,A
1034202,M,25,North America,A
1034203,M,25,North America,C
1034204,M,35,Asia,C
1034205,M,35,South America,C
1034206,F,18,Asia,D
1034207,M,18,North America,A
1034208,M,25,Asia,C
1034209,M,25,South America,B
1034210,F,25,Europe,D
1034211,M,18,Asia,A
1034212,M,35,Europe,C
1034213,M,45,Europe,D
1034214,M,25,North America,D
1034215,F,18,North America,C
1034216,M,25,Africa,D
1034217,M,35,Europe,C
1034218,M,35,North America,B
1034219,M,25,Europe,C
1034220,M,55,Europe,C
1034221,M,25,Unknown,B
1034222,M,18,Unknown,D
1034223,M,18,North America,C
1034224,F,25,Europe,A
1034225,M,0,North America,A
1034226,M,18,Asia,C
1034227,M,25,North America,C
1034228,M,25,Unknown,B
1034229,M,35,Unknown,C
1034230,M,18,Unknown,C
1034231,M,35,North America,B
1034232,M,25,Europe,D
1034233,M,18,North America,B
