studentid,gender,agegroup,continent,background
1043207,M,25,North America,A
1043208,F,18,North America,D
1043209,M,25,North America,C
1043210,F,35,North America,C
1043211,M,25,Europe,A
1043212,M,35,Europe,D
1043213,M,35,Unknown,C
1043214,M,18,Unknown,B
1043215,F,18,Europe,A
1043216,M,18,Asia,B
1043217,M,18,Unknown,A
1043218,M,35,Unknown,D
1043219,M,45,Africa,B
1043220,M,45,Unknown,C
1043221,M,25,North America,C
1043222,M,25,Europe,D
1043223,M,35,North America,D
1043224,M,25,North America,A
1043225,F,18,Asia,C
1043226,M,25,Europe,A
1043227,M,25,Australia,A
1043228,M,18,North America,C
1043229,F,35,Europe,D
1043230,M,35,Europe,D
1043231,M,25,North America,B
1043232,M,25,North America,D
1043233,M,18,Africa,C
1043234,M,25,North America,C
1043235,M,25,North America,C
1043236,F,18,Asia,A
1043237,M,45,Unknown,C
1043238,M,18,North America,A
1043239,M,18,Unknown,C
1043240,M,25,North America,C
1043241,M,25,North America,C
1043242,F,18,Europe,B
1043243,M,25,Unknown,D
1043244,F,18,Asia,A
1043245,M,18,Unknown,C
1043246,M,45,North America,A
1043247,M,25,North America,D
1043248,F,25,Europe,D
1043249,F,25,Europe,A
1043250,M,18,Europe,B
1043251,F,25,South America,D
1043252,M,25,Asia,C
1043253,M,25,Asia,D
1043254,M,25,Unknown,A
1043255,M,55,Asia,C
1043256,M,25,North America,C
1043257,M,35,Europe,A
1043258,M,55,North America,C
1043259,M,25,Unknown,C
1043260,M,18,Africa,B
1043261,M,18,Africa,D
1043262,M,25,Europe,D
1043263,F,18,Asia,B
1043264,M,25,North America,C
1043265,M,0,Unknown,D
1043266,M,25,Europe,C
1043267,F,25,Europe,C
1043268,F,25,North America,C
1043269,M,18,North America,C
1043270,M,25,North America,D
1043271,M,18,Unknown,D
1043272,M,18,South America,C
1043273,M,25,North America,C
1043274,M,18,North America,A
1043275,M,25,South America,A
1043276,M,18,Europe,C
1043277,M,25,South America,A
1043278,M,18,South America,C
1043279,M,35,Europe,C
1043280,M,18,Europe,B
1043281,M,55,North America,D
1043282,M,18,Europe,C
1043283,F,35,North America,B
1043284,F,25,Unknown,D
1043285,M,35,Europe,C
1043286,M,35,North America,C
1043287,M,25,Unknown,D
1043288,M,18,Asia,D
1043289,F,25,Unknown,B
1043290,M,55,Europe,A
1043291,M,18,North America,A
1043292,M,25,North America,D
1043293,M,45,Unknown,A
1043294,F,45,North America,C
1043295,F,45,Unknown,D
1043296,F,0,North America,C
1043297,M,35,North America,B
1043298,F,35,Europe,A
1043299,F,18,North America,C
1043300,M,18,Europe,B
1043301,M,18,Europe,D
1043302,M,35,Unknown,A
1043303,M,25,North America,D
1043304,M,18,Unknown,B
1043305,M,25,North America,D
1043306,M,25,Europe,C
1043307,F,55,North America,A
1043308,M,25,North America,C
1043309,M,45,Europe,D
1043310,M,25,Unknown,A
1043311,M,18,Asia,D
1043312,M,25,North America,D
1043313,M,18,Europe,A
1043314,M,0,Europe,C
1043315,M,18,North America,B
1043316,F,18,Unknown,D
1043317,F,25,South America,A
1043318,M,0,South America,A
1043319,M,25,Europe,A
1043320,M,18,Unknown,D
1043321,M,25,Unknown,D
1043322,M,25,North America,D
1043323,F,18,North America,C
1043324,M,25,Europe,D
1043325,M,18,North America,C
1043326,M,25,Asia,C
1043327,M,25,North America,C
1043328,M,18,North America,C
1043329,F,0,Europe,C
1043330,M,25,Unknown,D
1043331,M,35,Europe,D
1043332,F,25,North America,A
1043333,M,25,Africa,C
1043334,M,45,North America,C
1043335,F,35,North America,A
1043336,M,18,North America,D
1043337,M,18,North America,D
1043338,M,35,Asia,A
1043339,M,18,North America,D
1043340,M,25,Africa,C
1043341,M,35,Unknown,A
1043342,F,18,North America,D
1043343,M,25,Asia,C
1043344,M,25,Europe,A
1043345,F,25,Asia,C
1043346,M,55,Unknown,B
1043347,M,35,Unknown,A
1043348,M,18,South America,C
1043349,M,25,Asia,C
1043350,M,25,Europe,D
1043351,M,18,Asia,D
1043352,M,18,Asia,A
1043353,M,0,Unknown,A
1043354,M,18,North America,D
1043355,M,35,North America,A
1043356,M,25,Asia,B
1043357,F,35,North America,D
1043358,M,35,Asia,D
1043359,M,35,North America,C
1043360,M,35,North America,C
1043361,M,25,North America,D
1043362,M,35,North America,C
1043363,M,25,Europe,A
1043364,M,18,North America,C
1043365,M,25,South America,C
1043366,F,35,Europe,B
1043367,M,25,Europe,B
1043368,M,18,Unknown,D
1043369,M,55,Asia,C
1043370,M,18,Africa,B
1043371,M,35,North America,D
1043372,M,18,Unknown,A
1043373,M,25,Africa,A
1043374,M,18,Africa,C
1043375,F,25,Africa,B
1043376,M,0,Europe,B
1043377,M,18,Unknown,C
1043378,M,55,Europe,A
1043379,M,25,North America,A
1043380,F,18,Unknown,D
1043381,M,18,Asia,B
1043382,M,25,Europe,D
1043383,F,35,Unknown,A
1043384,M,18,North America,D
1043385,M,18,Europe,C
1043386,M,18,Europe,C
1043387,M,18,North America,D
1043388,M,45,Asia,C
1043389,M,25,Europe,C
1043390,M,25,Asia,B
1043391,M,18,Asia,A
1043392,M,25,Asia,C
1043393,F,18,South America,C
1043394,M,18,Unknown,B
1043395,M,18,Europe,A
1043396,M,25,North America,C
1043397,M,25,Asia,C
1043398,F,25,South America,D
1043399,M,0,Europe,A
1043400,M,25,North America,A
1043401,M,35,North America,C
1043402,M,18,Europe,B
1043403,M,25,Asia,C
1043404,M,25,Unknown,D
1043405,M,18,Europe,D
1043406,M,25,South America,C
1043407,M,25,North America,C
1043408,M,25,North America,D
1043409,M,35,North America,D
1043410,M,18,Europe,B
1043411,M,18,North America,B
1043412,M,18,Unknown,C
1043413,M,18,Asia,C
1043414,M,25,North America,D
1043415,F,18,North America,D
1043416,M,25,North America,A
1043417,M,18,Unknown,A
1043418,F,25,Unknown,C
1043419,F,25,North America,A
1043420,M,25,Europe,A
1043421,M,25,North America,C
1043422,M,25,North America,C
1043423,M,18,Europe,C
1043424,F,18,Europe,B
1043425,M,55,North America,D
1043426,M,25,North America,A
1043427,M,25,Europe,C
1043428,M,25,North America,B
1043429,M,18,Europe,C
1043430,M,45,Asia,D
1043431,M,35,Asia,D
1043432,M,35,North America,C
1043433,M,18,Europe,A
1043434,F,25,Unknown,A
1043435,M,25,North America,C
1043436,M,55,Asia,C
1043437,F,18,North America,C
1043438,M,18,Asia,D
1043439,F,18,North America,C
1043440,M,45,North America,A
1043441,M,25,Asia,A
1043442,M,25,South America,C
1043443,M,35,Unknown,B
1043444,F,25,Europe,C
1043445,M,18,North America,C
1043446,M,25,North America,D
1043447,F,25,Unknown,A
1043448,F,18,North America,C
1043449,M,25,Unknown,B
1043450,F,18,North America,B
1043451,M,45,Unknown,A
1043452,M,18,Asia,C
1043453,M,18,North America,C
1043454,M,65,Asia,D
1043455,M,35,Africa,B
1043456,M,35,Europe,B
1043457,M,18,Africa,A
1043458,M,45,North America,A
1043459,F,18,Africa,B
1043460,M,25,Europe,C
1043461,F,35,Unknown,C
1043462,M,25,Europe,A
1043463,M,25,Asia,A
1043464,M,18,North America,C
1043465,M,25,Asia,B
1043466,M,25,North America,C
1043467,M,45,Europe,A
1043468,F,35,Asia,C
1043469,M,25,Asia,A
1043470,M,25,Europe,A
1043471,M,35,Asia,C
1043472,M,25,North America,A
1043473,F,35,South America,C
1043474,F,18,Unknown,B
1043475,M,18,Asia,A
1043476,M,18,Europe,D
1043477,M,18,Asia,D
1043478,M,18,Africa,C
1043479,F,0,South America,A
1043480,F,18,Africa,A
1043481,M,25,Unknown,C
1043482,M,18,Asia,D
1043483,M,35,South America,A
1043484,M,35,North America,C
1043485,F,35,Unknown,A
1043486,M,35,Europe,D
1043487,F,55,Africa,A
1043488,M,18,Unknown,B
1043489,M,25,Unknown,C
1043490,M,18,North America,C
1043491,M,25,Asia,D
1043492,M,18,Europe,C
1043493,M,25,Unknown,D
1043494,M,25,Asia,C
1043495,F,25,Asia,D
1043496,M,35,North America,A
1043497,M,18,South America,C
1043498,M,18,Europe,D
1043499,M,18,Asia,A
1043500,M,55,Australia,C
1043501,F,25,Europe,A
1043502,M,18,North America,C
1043503,M,25,North America,B
1043504,M,35,North America,B
1043505,M,35,Unknown,C
1043506,M,25,North America,D
1043507,M,18,Europe,C
1043508,M,0,Unknown,C
1043509,M,18,South America,D
1043510,M,25,Europe,C
1043511,F,25,Asia,A
1043512,M,25,Unknown,C
1043513,F,18,Australia,B
1043514,M,45,North America,D
1043515,M,35,Europe,B
1043516,F,18,Europe,C
1043517,M,18,Europe,D
1043518,M,35,Europe,A
1043519,M,18,North America,B
1043520,M,18,South America,A
1043521,M,25,Asia,D
1043522,F,0,North America,D
1043523,M,25,North America,C
1043524,M,18,North America,C
1043525,F,25,Europe,C
1043526,F,45,North America,A
1043527,M,18,Asia,C
1043528,M,25,Asia,A
1043529,M,45,North America,D
1043530,M,18,Europe,D
1043531,M,45,Asia,B
1043532,M,25,North America,D
1043533,M,25,North America,C
1043534,M,18,North America,C
1043535,M,18,South America,A
1043536,F,25,North America,A
1043537,M,25,North America,B
1043538,M,25,North America,D
1043539,M,25,North America,A
1043540,M,35,Europe,D
1043541,M,25,North America,A
1043542,M,35,Europe,A
1043543,M,25,North America,B
1043544,M,25,North America,C
1043545,M,25,Europe,A
1043546,M,18,South America,A
1043547,F,35,North America,C
1043548,M,18,North America,D
1043549,M,45,Asia,B
1043550,M,18,Unknown,C
1043551,M,18,Europe,C
1043552,M,25,North America,A
1043553,M,18,Unknown,D
1043554,M,25,Unknown,A
1043555,F,35,Asia,A
1043556,M,25,South America,C
1043557,M,18,Asia,A
1043558,M,25,North America,C
1043559,M,55,Asia,C
1043560,F,18,North America,A
1043561,M,25,North America,B
1043562,F,18,Australia,B
1043563,M,18,Africa,D
1043564,M,18,South America,C
1043565,M,25,Asia,C
1043566,M,25,Europe,C
1043567,M,25,North America,B
1043568,M,18,North America,B
1043569,M,18,Asia,C
1043570,M,18,Europe,B
1043571,M,45,Unknown,C
1043572,F,25,North America,C
1043573,M,18,North America,C
1043574,M,35,Africa,D
1043575,M,25,Europe,D
1043576,M,25,Africa,C
1043577,F,45,South America,C
1043578,M,25,Africa,D
1043579,M,45,Africa,D
1043580,M,55,Europe,B
1043581,M,18,North America,C
1043582,F,25,South America,C
1043583,F,18,Asia,C
1043584,M,25,North America,C
1043585,M,18,Europe,C
1043586,F,25,Asia,D
1043587,M,18,Asia,B
1043588,M,35,North America,A
1043589,M,25,Unknown,C
1043590,M,18,Europe,B
1043591,F,25,North America,C
1043592,M,25,North America,A
1043593,M,35,Europe,D
1043594,F,25,Europe,C
1043595,M,18,North America,D
1043596,M,45,North America,B
1043597,M,18,North America,B
1043598,M,18,Asia,C
1043599,M,0,Unknown,D
1043600,F,18,Europe,A
1043601,M,18,North America,C
1043602,M,18,Unknown,B
1043603,F,35,North America,D
1043604,M,25,Unknown,A
1043605,F,45,Asia,C
1043606,M,25,South America,A
1043607,M,25,Africa,B
1043608,M,25,Asia,B
1043609,M,18,Europe,A
1043610,M,0,North America,B
1043611,M,25,Europe,D
1043612,M,25,Europe,C
1043613,M,18,Unknown,C
1043614,M,25,Unknown,C
1043615,F,18,North America,B
1043616,M,35,North America,A
1043617,M,25,North America,D
1043618,M,35,Unknown,C
1043619,M,35,North America,C
1043620,M,18,Europe,D
1043621,M,35,Unknown,A
1043622,M,35,Asia,B
1043623,F,18,Europe,B
1043624,M,35,Europe,C
1043625,F,25,Europe,A
1043626,M,18,Asia,D
1043627,M,25,Asia,B
1043628,M,55,North America,D
1043629,M,25,Africa,C
1043630,F,35,Asia,C
1043631,F,35,North America,B
1043632,M,25,Europe,C
1043633,M,45,North America,B
1043634,M,55,South America,D
1043635,M,25,Asia,C
1043636,F,25,Europe,C
1043637,M,25,Asia,B
1043638,M,18,Europe,C
1043639,M,18,Asia,C
1043640,F,18,North America,C
1043641,M,25,North America,C
1043642,M,18,Unknown,A
1043643,M,35,Europe,D
1043644,F,18,Europe,C
1043645,M,25,South America,A
1043646,M,18,Asia,D
1043647,M,25,Europe,B
1043648,M,25,Europe,B
1043649,M,25,Unknown,C
1043650,M,35,Africa,C
1043651,M,35,North America,C
1043652,M,18,North America,D
1043653,M,25,Europe,C
1043654,M,35,North America,C
1043655,M,25,Unknown,C
1043656,M,25,Europe,C
1043657,M,25,North America,D
1043658,M,25,Europe,D
1043659,M,18,North America,C
1043660,M,25,Europe,A
1043661,M,18,South America,A
1043662,M,18,North America,C
1043663,M,35,North America,B
1043664,M,18,Africa,D
1043665,M,25,Unknown,D
1043666,M,18,Unknown,A
1043667,F,35,Europe,C
1043668,M,45,North America,C
1043669,F,25,Europe,C
1043670,M,25,Africa,D
1043671,M,35,Europe,C
1043672,F,45,North America,A
1043673,M,25,North America,B
1043674,M,18,Asia,A
1043675,F,18,Unknown,C
1043676,M,45,Europe,C
1043677,F,35,Europe,A
1043678,M,18,Asia,A
1043679,F,25,Asia,B
1043680,M,25,North America,D
1043681,F,25,North America,D
1043682,F,25,North America,C
1043683,M,35,North America,B
1043684,M,25,Unknown,A
1043685,M,18,Africa,B
1043686,F,25,North America,D
1043687,M,35,North America,A
1043688,F,25,North America,B
1043689,M,18,Asia,C
1043690,M,45,South America,B
1043691,M,35,Europe,C
1043692,M,18,Europe,A
1043693,M,18,North America,D
1043694,M,0,North America,C
1043695,F,25,North America,C
1043696,M,25,Unknown,B
1043697,M,35,Asia,D
1043698,F,25,North America,A
1043699,M,25,Unknown,A
1043700,F,35,Unknown,B
1043701,F,25,North America,C
1043702,M,45,South America,C
1043703,M,25,North America,A
1043704,M,25,Unknown,C
1043705,F,25,North America,D
1043706,M,18,Africa,D
1043707,F,45,North America,B
1043708,M,18,South America,C
1043709,M,18,Asia,A
1043710,M,18,Europe,B
1043711,F,18,Africa,C
1043712,M,25,Europe,D
1043713,M,18,Europe,C
1043714,M,25,Africa,C
1043715,M,45,Unknown,A
1043716,M,45,Asia,D
1043717,M,35,Unknown,B
1043718,M,35,Europe,D
1043719,M,18,Europe,D
1043720,M,25,Australia,D
1043721,M,18,North America,C
1043722,M,25,Europe,A
1043723,M,18,North America,A
1043724,M,25,Africa,C
1043725,F,35,Europe,C
1043726,M,0,Unknown,B
1043727,M,18,Unknown,C
1043728,M,35,Africa,A
1043729,M,18,Europe,A
1043730,F,25,Africa,B
1043731,M,25,North America,A
1043732,M,35,Europe,B
1043733,M,25,South America,C
1043734,M,35,Asia,D
1043735,M,0,North America,C
1043736,M,25,North America,D
1043737,F,45,Europe,B
1043738,M,18,Europe,C
1043739,M,25,Asia,D
1043740,F,25,Asia,D
1043741,M,25,Unknown,C
1043742,M,25,North America,C
1043743,M,35,North America,D
1043744,M,25,Europe,A
1043745,M,18,North America,B
1043746,M,35,Europe,A
1043747,M,25,North America,A
1043748,M,45,Europe,C
1043749,M,45,Europe,A
1043750,M,25,North America,B
1043751,M,18,North America,C
1043752,F,18,Europe,D
1043753,M,25,Africa,C
1043754,M,18,Africa,D
1043755,M,18,Europe,B
1043756,M,25,Unknown,D
1043757,M,18,Europe,D
1043758,M,45,Europe,D
1043759,M,25,Unknown,C
1043760,M,18,Europe,C
1043761,M,18,Unknown,A
1043762,F,25,North America,D
1043763,M,18,Asia,D
1043764,M,18,North America,D
1043765,F,35,Europe,D
1043766,M,35,Europe,D
1043767,M,25,Europe,C
1043768,M,25,Unknown,C
1043769,M,25,Asia,C
1043770,M,25,Unknown,A
1043771,M,35,Africa,B
1043772,M,25,Unknown,C
1043773,M,18,North America,D
1043774,M,45,Asia,B
1043775,M,0,Europe,B
1043776,M,35,Asia,B
1043777,F,18,Asia,D
1043778,M,18,Europe,B
1043779,M,25,Unknown,C
1043780,M,25,North America,C
1043781,M,18,North America,B
1043782,M,18,North America,C
1043783,M,25,Asia,C
1043784,M,25,North America,B
1043785,M,25,Europe,D
1043786,M,0,Unknown,B
1043787,M,25,Europe,A
1043788,M,45,Asia,A
1043789,M,25,Australia,B
1043790,M,35,North America,D
1043791,F,25,North America,B
1043792,M,25,Asia,A
1043793,M,25,Unknown,C
1043794,M,18,North America,C
1043795,M,45,North America,D
1043796,M,35,Asia,C
1043797,F,55,Europe,B
1043798,M,18,Asia,C
1043799,M,18,Europe,C
1043800,M,18,Asia,C
1043801,F,25,Europe,C
1043802,M,25,Australia,D
1043803,M,25,Asia,A
1043804,M,25,Unknown,C
1043805,M,25,Africa,D
1043806,M,35,Asia,D
1043807,M,18,South America,B
1043808,M,35,North America,C
1043809,M,55,Asia,B
1043810,M,18,Europe,A
1043811,M,25,Unknown,B
1043812,M,25,Europe,C
1043813,M,65,North America,C
1043814,F,25,Unknown,C
1043815,M,18,Africa,C
1043816,M,25,North America,C
1043817,F,18,North America,B
1043818,F,25,North America,D
1043819,M,35,Europe,C
1043820,F,18,Europe,C
1043821,F,25,South America,D
1043822,M,18,North America,A
1043823,M,45,North America,D
1043824,M,18,Asia,D
1043825,F,25,North America,D
1043826,M,35,Europe,C
1043827,M,35,North America,B
1043828,M,25,Europe,D
1043829,F,35,Africa,D
1043830,M,25,Asia,B
1043831,M,25,Unknown,C
1043832,F,25,Unknown,D
1043833,M,45,Europe,D
1043834,F,25,South America,A
1043835,M,18,Australia,B
1043836,F,45,Asia,A
1043837,M,18,North America,C
1043838,M,18,North America,A
1043839,F,25,Europe,D
1043840,M,45,South America,C
1043841,M,18,Europe,C
1043842,M,25,Europe,D
1043843,M,25,Asia,C
1043844,M,18,Asia,A
1043845,M,18,North America,D
1043846,F,18,Europe,D
1043847,F,18,Unknown,A
1043848,M,0,Africa,A
1043849,M,18,Unknown,C
1043850,F,18,North America,A
1043851,F,18,Europe,C
1043852,M,18,North America,B
1043853,M,35,Unknown,B
1043854,M,35,Asia,C
1043855,M,18,Unknown,B
1043856,M,25,Asia,D
1043857,F,18,Asia,B
1043858,M,18,Europe,C
1043859,M,25,Unknown,D
1043860,M,25,North America,C
1043861,M,18,North America,A
1043862,F,45,Europe,C
1043863,M,18,North America,A
1043864,M,18,North America,D
1043865,M,25,North America,A
1043866,M,25,Africa,A
1043867,M,25,North America,C
1043868,M,25,Europe,C
1043869,M,18,North America,C
1043870,M,55,Asia,C
1043871,M,18,Europe,B
1043872,M,35,North America,A
1043873,M,25,North America,C
1043874,M,45,South America,D
1043875,M,35,Asia,B
1043876,M,25,North America,C
1043877,F,35,Unknown,B
1043878,M,25,Africa,B
1043879,F,18,Europe,D
1043880,M,18,Europe,D
1043881,F,25,Europe,A
1043882,M,0,Asia,B
1043883,M,25,Africa,D
1043884,M,25,Europe,B
1043885,F,25,Europe,A
1043886,F,18,Unknown,A
1043887,M,18,North America,D
1043888,M,25,Unknown,D
1043889,M,18,North America,C
1043890,M,18,Asia,A
1043891,M,55,South America,D
1043892,M,65,Unknown,D
1043893,F,25,Unknown,C
1043894,M,25,North America,C
1043895,M,18,Europe,A
1043896,M,25,North America,D
1043897,F,45,Unknown,C
1043898,F,45,Unknown,D
1043899,M,18,Unknown,D
1043900,M,18,North America,C
1043901,M,35,North America,D
1043902,M,18,North America,C
1043903,M,18,North America,D
1043904,M,25,Europe,D
1043905,M,25,North America,A
1043906,F,25,North America,B
1043907,M,18,Unknown,B
1043908,M,18,South America,B
1043909,M,18,Africa,C
1043910,F,18,North America,A
1043911,M,25,Asia,D
1043912,M,18,Europe,D
1043913,M,18,North America,C
1043914,M,25,North America,D
1043915,F,18,South America,D
1043916,M,25,Asia,D
1043917,M,25,Asia,A
1043918,M,25,Europe,A
1043919,M,25,North America,C
1043920,F,25,Unknown,B
1043921,M,18,Unknown,D
1043922,M,18,Europe,B
1043923,M,18,North America,B
1043924,F,18,Europe,B
1043925,M,18,North America,B
1043926,M,35,North America,A
1043927,M,25,North America,A
1043928,M,18,North America,D
1043929,M,25,Europe,C
1043930,M,18,Unknown,D
1043931,M,45,North America,A
1043932,F,45,North America,C
1043933,M,25,Africa,C
1043934,M,18,Asia,C
1043935,M,25,Europe,C
1043936,M,18,Europe,A
1043937,M,18,North America,C
1043938,M,55,South America,A
1043939,M,35,North America,C
1043940,M,25,North America,A
1043941,M,25,Asia,C
1043942,M,18,Europe,A
1043943,M,18,North America,B
1043944,M,0,North America,C
1043945,M,25,Unknown,D
1043946,M,45,North America,A
1043947,M,25,Asia,A
1043948,M,18,North America,D
1043949,F,18,North America,D
1043950,M,25,Asia,B
1043951,M,25,Europe,A
1043952,M,18,South America,A
1043953,M,25,Europe,C
1043954,M,18,Asia,B
1043955,F,25,North America,B
1043956,M,25,North America,C
1043957,F,35,Asia,A
1043958,M,18,Unknown,C
1043959,M,45,Europe,C
1043960,M,25,Unknown,D
1043961,M,25,North America,B
1043962,M,25,North America,D
1043963,M,18,North America,D
1043964,M,25,Unknown,A
1043965,F,45,Africa,C
1043966,M,45,Europe,A
1043967,M,18,North America,C
1043968,F,35,North America,A
1043969,M,18,South America,D
1043970,M,45,Africa,C
1043971,M,45,North America,C
1043972,M,35,Europe,B
1043973,M,35,Europe,A
1043974,M,35,Asia,D
1043975,M,35,North America,C
1043976,M,18,Unknown,C
1043977,M,55,Asia,D
1043978,M,18,Europe,A
1043979,F,25,Africa,D
1043980,M,18,Africa,A
1043981,M,35,Australia,B
1043982,M,18,Europe,D
1043983,M,55,South America,B
1043984,M,18,Europe,D
1043985,M,18,Unknown,C
1043986,M,25,North America,C
1043987,M,18,North America,A
1043988,M,35,North America,D
1043989,F,25,Africa,D
1043990,M,18,Africa,C
1043991,M,55,North America,D
1043992,M,35,Africa,B
1043993,M,25,North America,B
1043994,F,25,Asia,B
1043995,F,18,Europe,C
1043996,F,65,Europe,B
1043997,M,25,North America,D
1043998,F,25,North America,D
1043999,M,25,North America,C
1044000,M,25,North America,C
1044001,M,18,North America,C
1044002,M,25,Unknown,D
1044003,M,35,Asia,C
1044004,M,18,North America,A
1044005,M,18,Asia,C
1044006,F,18,Europe,C
1044007,M,35,North America,A
1044008,M,18,Asia,C
1044009,M,45,North America,A
1044010,M,25,Asia,C
1044011,M,18,North America,B
1044012,M,18,Asia,B
1044013,M,18,North America,D
1044014,F,35,North America,D
1044015,M,35,Asia,B
1044016,M,25,Australia,D
1044017,F,35,North America,B
1044018,F,18,Unknown,B
1044019,M,25,North America,B
1044020,M,18,North America,D
1044021,M,25,Asia,B
1044022,M,25,Asia,B
1044023,M,18,North America,C
1044024,F,25,North America,D
1044025,M,25,Unknown,D
1044026,F,35,North America,D
1044027,M,25,Europe,D
1044028,M,25,Europe,D
1044029,M,25,Europe,B
1044030,M,18,Europe,B
1044031,M,25,Asia,A
1044032,M,18,North America,C
1044033,M,45,North America,C
1044034,M,45,North America,C
1044035,M,55,North America,B
1044036,M,25,North America,B
1044037,F,45,North America,A
1044038,M,25,Unknown,B
1044039,M,18,Asia,B
1044040,M,18,Asia,D
1044041,F,25,Asia,A
1044042,F,25,North America,C
1044043,M,25,Europe,D
1044044,M,25,South America,B
1044045,M,18,Asia,B
1044046,M,35,Europe,C
1044047,M,25,North America,A
1044048,M,18,South America,A
1044049,M,35,Asia,A
1044050,F,18,Europe,C
1044051,M,25,North America,B
1044052,M,25,Asia,C
1044053,M,65,North America,A
1044054,M,18,Asia,C
1044055,M,25,North America,D
1044056,M,25,North America,C
1044057,M,35,Unknown,D
1044058,M,25,Asia,B
1044059,M,18,North America,D
1044060,M,35,Europe,D
1044061,M,18,North America,B
1044062,M,18,South America,C
1044063,M,35,Asia,C
1044064,M,25,Asia,C
1044065,F,18,North America,C
1044066,M,0,Unknown,C
1044067,F,25,North America,A
1044068,M,25,Europe,A
1044069,M,25,Asia,A
1044070,M,18,Unknown,C
1044071,M,45,Europe,C
1044072,M,25,Unknown,A
1044073,M,25,Europe,C
1044074,M,45,Asia,C
1044075,M,18,Unknown,D
1044076,M,25,Europe,C
1044077,M,18,Africa,D
1044078,M,45,North America,B
1044079,M,25,Europe,C
1044080,M,25,Africa,D
1044081,F,35,Asia,C
1044082,M,25,North America,B
1044083,M,35,North America,D
1044084,M,25,Unknown,C
1044085,F,25,Europe,C
1044086,M,18,Asia,C
1044087,F,25,North America,B
1044088,M,25,Africa,C
1044089,M,18,Europe,B
1044090,M,25,Unknown,A
1044091,M,25,North America,D
1044092,M,0,Asia,D
1044093,F,18,Unknown,B
1044094,F,25,North America,B
1044095,M,35,Europe,C
1044096,M,18,Europe,C
1044097,M,25,Africa,A
1044098,M,0,Europe,C
1044099,F,25,North America,A
1044100,F,25,North America,C
1044101,M,18,North America,C
1044102,M,18,Europe,C
1044103,M,25,North America,D
1044104,M,18,Unknown,D
1044105,F,25,Asia,D
1044106,M,18,Europe,D
1044107,F,25,Europe,C
1044108,M,18,Unknown,D
1044109,M,35,Africa,D
1044110,M,45,Europe,C
1044111,M,35,South America,B
1044112,M,25,Europe,C
1044113,M,18,North America,A
1044114,M,35,Europe,C
1044115,F,18,Europe,C
1044116,F,18,Unknown,C
1044117,M,18,Europe,B
1044118,M,18,Europe,A
1044119,F,45,North America,C
1044120,M,25,Asia,D
1044121,M,55,Africa,C
1044122,M,18,Europe,B
1044123,M,25,Unknown,A
1044124,M,35,Unknown,A
1044125,M,25,North America,D
1044126,M,18,Unknown,C
1044127,M,25,North America,C
1044128,M,25,Unknown,B
1044129,M,25,Unknown,C
1044130,M,18,Europe,B
1044131,M,25,North America,C
1044132,M,25,North America,C
1044133,M,18,Europe,B
1044134,M,18,Unknown,A
1044135,M,25,Europe,C
1044136,M,25,North America,B
1044137,M,18,Unknown,C
1044138,M,18,South America,C
1044139,M,18,Africa,A
1044140,M,25,Asia,A
1044141,M,45,North America,C
1044142,F,35,South America,D
1044143,M,25,Africa,B
1044144,M,25,Europe,A
1044145,M,25,North America,B
1044146,M,35,North America,A
1044147,M,25,Europe,A
1044148,M,35,North America,C
1044149,M,35,North America,D
1044150,M,0,Africa,C
1044151,M,18,North America,B
1044152,M,35,Africa,A
1044153,M,25,Unknown,C
1044154,M,45,South America,C
1044155,M,45,Unknown,A
1044156,M,25,South America,A
1044157,M,18,Asia,C
1044158,F,55,North America,B
1044159,M,25,North America,A
1044160,M,25,Europe,D
1044161,F,25,Unknown,D
1044162,M,35,Europe,D
1044163,F,25,Europe,D
1044164,M,18,Europe,D
